Equipment No,Move Date,Time,LCN/Depot,prev_status,F.E,Move Date,Time,LCN/Depot,next_status,F.E
CICU5003185,20180427,204,USLAX/APM,VE,E,20180527,615,CNYTN/YTN,TE,E
CICU5003185,20180527,615,CNYTN/YTN,TE,E,20180530,2400,CNYTN/UNK,FH,E
CICU5003185,20180530,2400,CNYTN/UNK,FH,E,20180530,133,CNYTN/OFD,OE,E
,,,,,,,,,,
CICU5003328,20180321,0,CNYTN/UNK,OH,E,20180331,611,CNYTN/YTN,LF,F
CICU5003328,20180331,611,CNYTN/YTN,LF,F,20180401,1418,CNYTN/YTN,VF,F
CICU5003328,20180401,1418,CNYTN/YTN,VF,F,20180417,1509,USLAX/APM,DF,F
CICU5003328,20180417,1509,USLAX/APM,DF,F,20180419,2148,USLAX/APM,CF,F
CICU5003328,20180419,2148,USLAX/APM,CF,F,20180424,1431,USLAX/APM,TE,E
CICU5003328,20180424,1431,USLAX/APM,TE,E,20180503,1558,USLAX/APM,VE,E
CICU5003328,20180503,1558,USLAX/APM,VE,E,20180603,1535,CNYTN/YTN,TE,E
CICU5003328,20180603,1535,CNYTN/YTN,TE,E,20180605,2400,CNYTN/UNK,FH,E
CICU5003328,20180605,2400,CNYTN/UNK,FH,E,20180605,1027,CNYTN/OFD,OE,E
,,,,,,,,,,
CICU5003349,20180319,0,CNYTN/UNK,OH,E,20180323,2356,CNYTN/YTN,LF,F
CICU5003349,20180323,2356,CNYTN/YTN,LF,F,20180325,2238,CNYTN/YTN,VF,F
CICU5003349,20180325,2238,CNYTN/YTN,VF,F,20180410,1406,USLAX/APM,DF,F
CICU5003349,20180410,1406,USLAX/APM,DF,F,20180413,1112,USLAX/APM,CF,F
CICU5003349,20180413,1112,USLAX/APM,CF,F,20180502,1454,USLAX/APM,TE,E
CICU5003349,20180502,1454,USLAX/APM,TE,E,20180508,2019,USLAX/APM,VE,E
CICU5003349,20180508,2019,USLAX/APM,VE,E,20180610,1924,CNYTN/YTN,TE,E
CICU5003349,20180610,1924,CNYTN/YTN,TE,E,20180622,2400,CNYTN/OFD,FH,E
CICU5003349,20180622,2400,CNYTN/OFD,FH,E,20180622,124,CNYTN/OFD,OE,E
,,,,,,,,,,
CICU5003740,20180321,0,CNYTN/UNK,OH,E,20180321,1,CNYTN/YTN,SF,F
CICU5003740,20180321,1,CNYTN/YTN,SF,F,20180329,1220,CNYTN/YTN,LF,F
CICU5003740,20180329,1220,CNYTN/YTN,LF,F,20180401,2039,CNYTN/YTN,VF,F
CICU5003740,20180401,2039,CNYTN/YTN,VF,F,20180418,1932,USLAX/APM,DF,F
CICU5003740,20180418,1932,USLAX/APM,DF,F,20180419,2229,USLAX/APM,CF,F
CICU5003740,20180419,2229,USLAX/APM,CF,F,20180426,1346,USLAX/APM,TE,E
CICU5003740,20180426,1346,USLAX/APM,TE,E,20180504,1835,USLAX/APM,VE,E
CICU5003740,20180504,1835,USLAX/APM,VE,E,20180603,1539,CNYTN/YTN,TE,E
CICU5003740,20180603,1539,CNYTN/YTN,TE,E,20180605,2400,CNYTN/UNK,FH,E
CICU5003740,20180605,2400,CNYTN/UNK,FH,E,20180605,919,CNYTN/OFD,OE,E
,,,,,,,,,,
CICU5003842,20180321,0,CNYTN/UNK,OH,E,20180331,745,CNYTN/YTN,LF,F
CICU5003842,20180331,745,CNYTN/YTN,LF,F,20180401,1411,CNYTN/YTN,VF,F
CICU5003842,20180401,1411,CNYTN/YTN,VF,F,20180417,1510,USLAX/APM,DF,F
CICU5003842,20180417,1510,USLAX/APM,DF,F,20180419,2242,USLAX/APM,CF,F
CICU5003842,20180419,2242,USLAX/APM,CF,F,20180423,826,USLAX/APM,TE,E
CICU5003842,20180423,826,USLAX/APM,TE,E,20180427,204,USLAX/APM,VE,E
CICU5003842,20180427,204,USLAX/APM,VE,E,20180527,623,CNYTN/YTN,TE,E
CICU5003842,20180527,623,CNYTN/YTN,TE,E,20180530,2400,CNYTN/UNK,FH,E
CICU5003842,20180530,2400,CNYTN/UNK,FH,E,20180530,147,CNYTN/OFD,OE,E
,,,,,,,,,,
CICU5003924,20180320,0,CNYTN/UNK,OH,E,20180320,1,CNYTN/YTN,SF,F
CICU5003924,20180320,1,CNYTN/YTN,SF,F,20180321,718,CNYTN/YTN,LF,F
CICU5003924,20180321,718,CNYTN/YTN,LF,F,20180325,1730,CNYTN/YTN,VF,F
CICU5003924,20180325,1730,CNYTN/YTN,VF,F,20180410,1325,USLAX/APM,DF,F
CICU5003924,20180410,1325,USLAX/APM,DF,F,20180411,1841,USLAX/APM,CF,F
